employee_id,store_id,first_name,last_name,role,job_family,employment_type,start_date,contracted_hours_per_week,base_hourly_rate,insurance_enrolled,flexibility_preference,is_high_leave_balance,is_new_starter,is_high_flexibility
242,8,Matthew,Fenton,Checkout / Front End,Checkout,full_time,2023-11-22,39.0,24.88,False,0.316,False,False,False
243,11,Hayden,Lamb,Checkout / Front End,Checkout,full_time,2015-11-28,38.9,24.94,False,0.942,False,False,True
244,2,Brenda,Gaskin,Fresh Foods,Fresh,full_time,2021-12-12,38.3,25.66,True,1.0,False,False,False
245,8,Matthew,West,Checkout / Front End,Checkout,full_time,2026-05-25,40.0,27.93,True,0.92,False,False,False
246,4,Ethan,Holdaway,Department Supervisor,Supervisor,full_time,2025-11-26,34.6,31.71,True,0.203,False,False,False
247,5,Jack,Matthews,Fresh Foods,Fresh,full_time,2026-05-25,40.0,27.75,True,0.933,False,False,False
248,3,Michelle,Shaw,Fresh Foods,Fresh,part_time,2022-08-22,12.2,29.44,False,0.826,False,False,False
249,3,James,Procter,Checkout / Front End,Checkout,part_time,2023-02-01,22.5,24.81,True,0.28,False,False,False
250,6,Danielle,Rush,Checkout / Front End,Checkout,part_time,2024-03-12,8.0,27.91,True,0.553,False,False,False
251,12,Hayden,Patchett,Checkout / Front End,Checkout,part_time,2016-04-05,12.4,25.21,True,0.926,False,False,True
252,8,Joseph,Anderson,Store Management,Management,part_time,2020-12-09,27.1,41.97,True,0.741,False,False,False
253,5,Alan,Manning,Fresh Foods,Fresh,casual,2020-05-16,9.9,26.89,True,0.332,False,False,False
254,6,Amelia,Forrest,Online / Click & Collect,Online,casual,2025-09-04,18.7,26.34,False,0.754,False,False,False
255,7,Sophie,Gill,Checkout / Front End,Checkout,full_time,2025-11-22,38.1,27.76,True,0.15,False,False,False
256,3,Carl,Kennedy,Grocery / Nightfill,Grocery,full_time,2022-07-31,37.2,24.95,False,0.571,False,False,False
257,7,Kaia,Field,Grocery / Nightfill,Grocery,full_time,2022-02-21,40.0,27.49,False,0.87,False,False,False
258,9,Rhys,Rowe,Department Supervisor,Supervisor,full_time,2026-05-25,36.9,30.27,True,0.624,False,False,False
259,3,Catherine,Chapman,Department Supervisor,Supervisor,part_time,2023-04-10,8.0,31.89,True,0.51,False,False,False
260,8,Holly,Harrison,Checkout / Front End,Checkout,part_time,2022-08-26,13.2,27.89,True,0.816,False,False,False
261,9,Christina,Wood,Other / Support,Support,full_time,2023-05-21,38.9,24.82,True,0.872,False,False,True
262,7,Sean,McDonald,Checkout / Front End,Checkout,part_time,2025-04-19,20.4,27.73,True,0.908,False,False,False
263,4,Danielle,Hood,Store Management,Management,part_time,2024-06-03,8.6,41.08,False,0.812,False,False,False
264,7,Rhys,Smith,Checkout / Front End,Checkout,full_time,2023-04-06,35.7,26.97,False,0.858,False,False,False
265,10,Rachel,Mercer,Checkout / Front End,Checkout,casual,2022-05-28,7.3,25.02,True,0.781,False,False,False
266,3,Alan,O'Brien,Department Supervisor,Supervisor,full_time,2020-10-05,36.6,31.2,True,0.678,False,False,False
267,7,Amber,Woolley,Checkout / Front End,Checkout,casual,2019-03-28,1.0,26.86,True,0.64,False,False,False
268,9,Xavier,Rush,Grocery / Nightfill,Grocery,full_time,2023-08-22,35.9,25.87,False,0.568,False,False,False
269,4,Clinton,Murphy,Grocery / Nightfill,Grocery,casual,2024-02-27,6.2,24.96,True,0.353,False,False,False
270,5,Melissa,Baldick,Checkout / Front End,Checkout,casual,2021-04-18,18.2,25.35,False,0.41,False,False,False
271,11,Joshua,Martin,Online / Click & Collect,Online,casual,2026-06-18,18.5,27.99,False,0.558,False,True,False
272,5,Jack,Ritchie,Store Management,Management,casual,2024-02-01,10.8,32.55,True,0.673,False,False,False
273,8,Samuel,Field,Store Management,Management,casual,2020-03-02,8.9,43.34,True,0.937,False,False,False
274,2,James,Simpson,Grocery / Nightfill,Grocery,part_time,2019-07-25,18.8,27.5,True,0.611,False,False,False
275,12,Hunter,West,Fresh Foods,Fresh,casual,2018-07-25,5.5,25.03,False,0.841,False,False,False
276,8,Kevin,Brooks,Checkout / Front End,Checkout,full_time,2017-01-02,34.6,25.06,True,0.857,False,False,False
277,10,Vicki,Boyce,Checkout / Front End,Checkout,part_time,2025-06-20,12.4,26.86,False,0.569,False,False,False
278,8,Leanne,Guthrie,Checkout / Front End,Checkout,part_time,2022-08-26,14.2,24.71,False,0.751,False,False,False
279,5,Sharon,Potter,Other / Support,Support,casual,2022-08-29,2.7,27.74,False,0.566,False,False,False
280,5,Emma,Stevens,Store Management,Management,part_time,2023-01-04,19.0,42.94,True,0.911,False,False,False
281,9,Georgina,Barnes,Department Supervisor,Supervisor,part_time,2026-05-22,22.4,31.53,True,0.884,False,True,True
282,11,Paige,Martin,Fresh Foods,Fresh,part_time,2026-05-25,8.5,26.64,False,0.358,False,False,False
283,2,Ella,Rasmussen,Grocery / Nightfill,Grocery,full_time,2022-05-26,37.6,26.59,True,0.656,False,False,False
284,11,Deborah,Southee,Fresh Foods,Fresh,full_time,2025-02-26,37.0,27.67,False,0.983,False,False,False
285,10,Savannah,Bailey,Fresh Foods,Fresh,part_time,2022-06-03,20.0,25.93,True,0.58,False,False,False
286,2,Jake,Joe,Grocery / Nightfill,Grocery,part_time,2025-03-28,17.9,26.19,True,0.718,False,False,False
287,2,Alison,Powell,Checkout / Front End,Checkout,full_time,2026-03-20,33.9,27.59,False,0.74,False,False,False
288,9,Judith,Perry,Checkout / Front End,Checkout,part_time,2021-12-12,10.4,26.83,True,0.392,False,False,False
289,11,Heather,Wilkinson,Other / Support,Support,part_time,2026-06-18,18.2,27.09,True,0.732,False,True,False
290,5,William,Russell,Grocery / Nightfill,Grocery,part_time,2020-11-03,24.2,25.46,True,0.313,False,False,False
291,8,Ricky,Ward,Other / Support,Support,part_time,2015-09-14,8.0,24.97,True,0.482,False,False,False
292,12,David,Wilton,Checkout / Front End,Checkout,part_time,2021-10-22,20.1,25.36,False,0.857,False,False,False
293,4,Douglas,Gardiner,Fresh Foods,Fresh,part_time,2021-02-22,25.1,25.05,True,0.698,False,False,False
294,3,David,Holland,Checkout / Front End,Checkout,casual,2026-02-22,10.8,27.95,True,0.553,False,False,False
295,12,Jacob,Olsen,Checkout / Front End,Checkout,casual,2026-05-25,16.4,25.28,True,0.718,False,False,False
296,4,Elizabeth,Thompson,Checkout / Front End,Checkout,part_time,2017-08-19,13.8,27.35,False,0.607,False,False,False
297,6,Nigel,Lloyd,Checkout / Front End,Checkout,part_time,2025-08-26,17.3,25.09,True,0.623,False,False,False
298,6,Elizabeth,Scott,Store Management,Management,part_time,2026-06-22,8.3,36.54,False,0.765,False,True,False
299,7,Bryan,Taylor,Grocery / Nightfill,Grocery,casual,2022-10-27,0.0,25.75,False,0.46,False,False,False
300,4,Mahi,Dunn,Fresh Foods,Fresh,part_time,2022-12-26,23.7,26.46,True,0.629,False,False,False
301,9,William,McKay,Grocery / Nightfill,Grocery,casual,2025-08-01,4.1,26.9,False,0.551,False,False,False
302,9,Anthony,Boyce,Grocery / Nightfill,Grocery,part_time,2023-09-03,15.3,27.37,False,0.271,False,False,False
303,3,Adrian,Field,Fresh Foods,Fresh,part_time,2018-10-06,9.7,28.94,True,0.417,False,False,False
304,6,Brent,Larsen,Checkout / Front End,Checkout,part_time,2025-04-11,9.5,25.04,True,0.965,False,False,False
305,1,Crystal,Smith,Other / Support,Support,part_time,2026-05-25,17.0,28.77,False,0.705,False,False,False
306,3,Benjamin,Higgins,Department Supervisor,Supervisor,full_time,2019-09-06,35.7,28.89,False,0.329,False,False,False
307,12,Emily,Simpson,Online / Click & Collect,Online,part_time,2021-02-13,20.3,28.2,False,0.281,False,False,False
308,7,Aaron,Collis,Grocery / Nightfill,Grocery,casual,2024-09-06,15.6,26.05,False,0.595,False,False,False
309,8,Christopher,Hamilton,Checkout / Front End,Checkout,full_time,2026-06-02,38.3,25.68,True,0.963,False,True,False
310,11,Louise,Morris,Other / Support,Support,part_time,2025-01-29,19.4,25.36,False,0.579,False,False,False
311,9,Emma,Simmons,Grocery / Nightfill,Grocery,full_time,2022-11-14,40.0,24.54,False,0.908,False,False,False
312,10,Janine,Larsen,Checkout / Front End,Checkout,part_time,2018-12-19,11.6,25.37,True,0.697,False,False,False
313,9,Lynda,Davidson,Grocery / Nightfill,Grocery,full_time,2026-01-05,37.4,27.24,True,0.724,False,False,False
314,6,Joshua,Leslie,Department Supervisor,Supervisor,casual,2022-12-19,21.1,32.78,True,0.326,False,False,False
315,8,Peter,Field,Fresh Foods,Fresh,full_time,2020-07-14,40.0,29.36,False,0.826,False,False,False
316,4,Amanda,Cameron,Department Supervisor,Supervisor,casual,2026-05-25,0.6,28.6,True,0.546,False,False,False
317,11,Andrea,Simonsen,Department Supervisor,Supervisor,casual,2019-05-22,9.5,31.55,False,0.81,False,False,False
318,3,Hayden,Patchett,Checkout / Front End,Checkout,part_time,2026-05-25,26.1,25.4,True,0.441,False,False,False
319,11,James,Webb,Other / Support,Support,casual,2021-08-20,16.1,27.49,True,0.659,False,False,False
320,11,Claire,Fairhall,Grocery / Nightfill,Grocery,casual,2021-11-27,13.6,25.46,False,0.697,False,False,False
321,2,Nicholas,Smith,Fresh Foods,Fresh,casual,2019-03-24,10.3,26.28,True,0.586,False,False,False
322,9,Karl,Greer,Checkout / Front End,Checkout,full_time,2020-12-07,36.5,26.51,False,0.709,False,False,False
323,12,Hunter,Pearson,Other / Support,Support,part_time,2026-05-20,19.7,25.51,True,0.561,False,True,False
324,7,David,Anderson,Checkout / Front End,Checkout,full_time,2026-06-20,36.9,26.14,False,0.477,False,True,False
325,5,Christine,Vercoe,Checkout / Front End,Checkout,part_time,2022-04-03,17.7,26.78,True,0.973,False,False,False
326,11,Janine,Hills,Grocery / Nightfill,Grocery,full_time,2023-04-27,37.7,24.88,False,0.851,False,False,False
327,7,Brent,Cameron,Checkout / Front End,Checkout,part_time,2021-03-02,13.9,27.76,False,0.453,False,False,False
328,2,Elizabeth,O'Sullivan,Checkout / Front End,Checkout,part_time,2020-03-03,21.2,26.27,True,0.745,False,False,False
329,3,Ella,Hanson,Fresh Foods,Fresh,part_time,2020-09-30,30.0,28.69,True,0.457,False,False,False
330,9,Daniel,Hood,Grocery / Nightfill,Grocery,part_time,2023-05-20,8.0,26.46,True,0.359,False,False,False
331,6,Samuel,Ward,Other / Support,Support,casual,2026-05-25,14.6,28.41,False,0.847,False,False,False
332,3,William,Claridge,Checkout / Front End,Checkout,casual,2024-02-26,5.9,27.01,False,0.245,False,False,False
333,10,Lily,Nicholson,Online / Click & Collect,Online,part_time,2021-05-13,21.5,28.06,True,0.824,False,False,False
334,2,Wayne,Tucker,Grocery / Nightfill,Grocery,part_time,2026-03-09,18.3,26.34,True,0.564,False,False,False
335,3,Andrew,Davison,Fresh Foods,Fresh,casual,2020-09-04,18.1,26.25,False,0.573,False,False,False
336,6,Joseph,Taylor,Fresh Foods,Fresh,full_time,2019-10-16,40.0,25.45,True,0.71,False,False,False
337,1,Grace,Burrell,Grocery / Nightfill,Grocery,full_time,2022-04-16,38.0,26.32,False,0.748,False,False,False
338,5,Max,Love,Other / Support,Support,full_time,2026-05-25,40.0,24.86,True,0.438,False,False,False
339,11,Michael,Owen,Grocery / Nightfill,Grocery,part_time,2026-05-25,8.0,25.22,False,0.778,False,False,False
340,12,Ella,Lucas,Checkout / Front End,Checkout,part_time,2016-08-29,27.5,24.71,False,0.645,False,False,False
341,11,Janice,Parker,Online / Click & Collect,Online,casual,2024-06-11,15.0,26.92,True,0.344,False,False,False
342,4,Alexis,Rowland,Department Supervisor,Supervisor,part_time,2026-05-25,24.5,28.96,True,0.583,False,False,False
343,1,James,Healy,Checkout / Front End,Checkout,part_time,2026-06-15,10.7,26.64,True,0.924,False,True,False
344,10,Daniel,Curtis,Grocery / Nightfill,Grocery,casual,2026-04-15,5.4,26.87,True,0.989,False,True,False
345,5,Kelly,Bowden,Store Management,Management,casual,2019-02-28,13.2,45.15,True,0.778,False,False,False
346,9,Callum,Murphy,Online / Click & Collect,Online,full_time,2021-10-23,37.5,26.08,False,0.358,False,False,False
347,2,Rachel,Simpson,Other / Support,Support,part_time,2021-03-25,19.7,27.52,False,0.728,False,False,False
348,9,Mitchell,Brown,Fresh Foods,Fresh,part_time,2021-07-14,24.5,27.53,True,0.807,False,False,False
349,8,William,Drew,Fresh Foods,Fresh,full_time,2026-05-20,33.1,27.13,False,0.78,False,True,False
350,12,Chloe,Martin,Checkout / Front End,Checkout,full_time,2015-05-30,39.9,26.79,True,0.793,True,False,False
351,2,Wayne,Hyde,Other / Support,Support,casual,2019-08-04,12.1,25.66,False,0.7,False,False,False
352,5,Robert,Bright,Grocery / Nightfill,Grocery,part_time,2026-05-25,16.8,27.44,True,0.604,False,False,False
353,12,Katrina,Jeffries,Online / Click & Collect,Online,part_time,2021-04-07,9.2,25.34,False,0.486,False,False,False
354,5,Isabelle,Fisher,Grocery / Nightfill,Grocery,part_time,2019-01-16,21.0,26.99,False,0.881,False,False,True
355,8,William,O'Sullivan,Fresh Foods,Fresh,part_time,2018-11-06,8.0,27.67,False,0.695,False,False,False
356,2,Rachel,Lane,Online / Click & Collect,Online,casual,2024-01-23,17.2,25.86,False,0.661,False,False,False
357,9,Aidan,Davies,Fresh Foods,Fresh,casual,2018-12-20,0.1,28.36,True,0.743,False,False,False
358,4,Hannah,McCallum,Store Management,Management,part_time,2019-09-23,18.3,33.35,False,0.326,False,False,False
359,7,Kathleen,Webster,Grocery / Nightfill,Grocery,part_time,2014-06-19,17.3,26.82,True,0.762,True,False,False
360,11,Julie,Simpson,Fresh Foods,Fresh,casual,2025-02-04,21.4,27.65,False,1.0,False,False,False
361,8,Isla,Jamieson,Grocery / Nightfill,Grocery,part_time,2024-04-27,16.9,24.83,True,0.637,False,False,False
362,6,Jason,Gullery,Grocery / Nightfill,Grocery,casual,2023-09-04,6.4,24.74,True,0.606,False,False,False
363,3,Thomas,Fitzgerald,Grocery / Nightfill,Grocery,full_time,2026-04-29,36.2,26.75,True,0.688,False,True,False
364,5,Stephanie,O'Brien,Checkout / Front End,Checkout,casual,2025-07-18,22.2,25.53,True,1.0,False,False,False
365,11,Sandra,Phillips,Checkout / Front End,Checkout,part_time,2026-05-25,21.2,27.61,False,0.395,False,False,False
366,3,Blake,Jackson,Online / Click & Collect,Online,full_time,2024-02-02,36.5,27.67,False,0.665,False,False,False
367,8,Zachary,Day,Fresh Foods,Fresh,part_time,2021-07-07,16.6,28.14,False,0.444,False,False,False
368,6,Sharon,Burton,Online / Click & Collect,Online,part_time,2024-04-10,8.6,25.98,True,0.5,False,False,False
369,4,Laura,Pratt,Checkout / Front End,Checkout,full_time,2016-07-02,38.5,26.98,False,0.609,False,False,False
370,9,Jesse,Pedersen,Grocery / Nightfill,Grocery,part_time,2022-08-27,8.0,27.34,True,0.916,False,False,False
371,5,Deborah,Stace,Checkout / Front End,Checkout,casual,2018-07-26,18.0,24.82,True,1.0,False,False,False
372,4,Joshua,Fowler,Department Supervisor,Supervisor,part_time,2021-11-10,18.8,29.96,False,0.719,False,False,False
373,7,Warren,Jacques,Store Management,Management,part_time,2020-01-20,30.0,35.75,True,0.537,False,False,False
374,10,Logan,McMillan,Checkout / Front End,Checkout,part_time,2021-10-20,11.4,25.88,True,1.0,False,False,False
375,11,Peter,Dyer,Online / Click & Collect,Online,part_time,2018-04-26,17.4,27.6,True,0.526,False,False,False
376,8,Logan,Stevens,Checkout / Front End,Checkout,casual,2022-07-08,25.0,26.16,True,0.494,False,False,False
377,8,Stacey,Pope,Checkout / Front End,Checkout,casual,2021-02-09,21.5,26.5,False,0.23,False,False,False
378,10,Wayne,Ferguson,Checkout / Front End,Checkout,full_time,2021-07-10,35.8,25.6,True,0.927,False,False,False
379,4,Peter,Lowe,Checkout / Front End,Checkout,casual,2023-08-14,13.8,24.99,True,0.833,False,False,False
380,4,Hannah,Whyte,Online / Click & Collect,Online,casual,2021-05-26,12.0,25.93,True,1.0,False,False,False
381,6,Benjamin,Sullivan,Store Management,Management,part_time,2015-07-19,19.7,45.75,True,0.314,True,False,False
382,8,James,Griffin,Checkout / Front End,Checkout,casual,2023-07-25,6.4,26.61,False,0.941,False,False,False
383,8,Lachlan,Drake,Fresh Foods,Fresh,full_time,2021-05-09,37.3,26.7,False,0.635,False,False,False
384,2,Matthew,Ireland,Online / Click & Collect,Online,casual,2018-09-02,0.0,27.76,False,0.797,False,False,False
385,10,Kathryn,Poole,Other / Support,Support,part_time,2019-01-18,18.8,24.85,False,0.257,False,False,False
386,5,Dean,Neal,Fresh Foods,Fresh,part_time,2022-08-29,20.7,26.14,True,0.943,False,False,False
387,11,Paul,Wilkinson,Checkout / Front End,Checkout,full_time,2026-05-25,36.9,25.31,False,0.793,False,False,False
388,9,Joseph,Wood,Fresh Foods,Fresh,casual,2021-01-16,0.0,29.43,True,0.611,False,False,False
389,12,Raymond,Thompson,Grocery / Nightfill,Grocery,full_time,2026-05-25,40.0,26.62,True,0.762,False,False,False
390,8,Elijah,Thomas,Other / Support,Support,full_time,2017-12-28,38.4,27.9,False,0.452,False,False,False
391,7,Summer,Smith,Grocery / Nightfill,Grocery,full_time,2022-02-25,35.7,24.51,True,0.493,False,False,False
392,3,Oscar,Gardiner,Online / Click & Collect,Online,casual,2019-07-01,9.8,25.65,False,0.518,False,False,False
393,5,Sandra,Taylor,Checkout / Front End,Checkout,full_time,2025-08-01,33.7,26.72,False,0.212,False,False,False
394,11,Daniel,Trask,Grocery / Nightfill,Grocery,casual,2026-05-25,3.8,25.64,False,0.902,False,False,True
395,5,Pauline,Woolley,Store Management,Management,part_time,2021-11-11,14.8,46.79,True,0.882,False,False,False
396,1,Peter,Ward,Fresh Foods,Fresh,full_time,2022-10-21,40.0,28.44,True,0.466,False,False,False
397,3,Mark,Cox,Grocery / Nightfill,Grocery,full_time,2024-04-08,35.9,25.84,False,0.697,False,False,False
398,8,Richard,Blick,Other / Support,Support,full_time,2022-06-05,39.1,28.62,True,0.562,False,False,False
399,8,Rochelle,Webster,Store Management,Management,part_time,2013-11-03,14.8,47.61,True,0.692,True,False,False
400,12,Jessica,Simmons,Grocery / Nightfill,Grocery,casual,2026-04-02,14.0,25.88,False,0.482,False,True,False
401,12,Carolyn,Craven,Fresh Foods,Fresh,full_time,2019-05-04,37.1,27.89,False,0.426,False,False,False
402,7,Charles,McPherson,Grocery / Nightfill,Grocery,casual,2019-12-30,19.0,27.26,False,0.851,False,False,False
403,7,Natasha,Prouse,Fresh Foods,Fresh,full_time,2017-12-17,36.2,26.12,True,0.606,False,False,False
404,10,Elijah,Smith,Grocery / Nightfill,Grocery,casual,2023-04-22,0.0,27.16,True,1.0,False,False,False
405,1,Ivy,Ellery,Checkout / Front End,Checkout,casual,2026-04-12,0.9,24.84,False,0.63,False,True,False
406,8,Wikitoria,Smith,Store Management,Management,casual,2023-04-20,7.7,42.38,True,0.416,False,False,False
407,6,Matthew,McPherson,Other / Support,Support,part_time,2026-04-30,10.5,28.81,True,0.89,False,True,False
408,10,Sally,Smith,Department Supervisor,Supervisor,casual,2025-10-19,15.3,31.69,True,0.759,False,False,False
409,10,Isaac,Smith,Other / Support,Support,full_time,2023-04-06,36.3,27.23,True,0.78,False,False,False
410,8,Nicholas,Matthews,Online / Click & Collect,Online,full_time,2024-11-28,40.0,27.16,True,0.882,False,False,False
411,8,Nicola,Greig,Department Supervisor,Supervisor,full_time,2026-05-23,33.2,28.91,True,0.476,False,True,False
412,9,Morgan,Smith,Department Supervisor,Supervisor,part_time,2020-04-19,19.2,29.29,False,0.592,False,False,False
413,7,Paul,Gray,Grocery / Nightfill,Grocery,part_time,2020-08-11,11.2,25.31,True,0.582,False,False,False
414,3,Kylie,Lowe,Grocery / Nightfill,Grocery,part_time,2020-09-15,15.0,26.29,False,0.336,False,False,False
415,4,Matthew,Aitken,Checkout / Front End,Checkout,casual,2022-10-25,13.1,26.05,True,0.562,False,False,False
416,9,Leslie,Russell,Fresh Foods,Fresh,full_time,2022-01-24,31.7,26.1,False,0.914,False,False,False
417,8,Shane,North,Checkout / Front End,Checkout,part_time,2026-05-25,19.4,27.59,True,0.935,False,False,True
418,3,Aaron,Bailey,Checkout / Front End,Checkout,full_time,2026-05-25,40.0,25.81,True,0.324,False,False,False
419,11,Angus,Turner,Fresh Foods,Fresh,full_time,2022-03-20,36.4,27.01,True,0.278,False,False,False
420,12,Oliver,Fletcher,Grocery / Nightfill,Grocery,part_time,2021-08-29,19.6,25.73,True,0.986,False,False,False
421,8,William,Cole,Checkout / Front End,Checkout,casual,2018-10-29,20.2,25.14,True,0.6,False,False,False
422,3,Mareikura,Phillips,Department Supervisor,Supervisor,part_time,2017-09-01,17.0,32.39,False,0.478,False,False,False
423,12,Joanna,Watkins,Store Management,Management,full_time,2017-09-03,36.0,39.18,False,0.56,False,False,False
424,3,Jason,Dixon,Checkout / Front End,Checkout,part_time,2025-11-21,8.0,24.56,True,0.295,False,False,False
425,6,Tracey,Casey,Checkout / Front End,Checkout,full_time,2023-10-28,39.1,27.87,True,0.933,False,False,False
426,11,Emily,Smith,Grocery / Nightfill,Grocery,casual,2021-02-27,11.1,26.95,False,0.534,False,False,False
427,7,Katie,Bradley,Department Supervisor,Supervisor,part_time,2014-08-05,11.9,32.34,False,0.969,True,False,True
428,3,Jeremy,Morris,Department Supervisor,Supervisor,full_time,2017-12-17,37.8,33.21,True,0.631,False,False,False
429,1,Hunter,Searle,Checkout / Front End,Checkout,full_time,2019-02-11,36.0,27.67,False,0.886,False,False,True
430,5,Lance,Field,Department Supervisor,Supervisor,full_time,2023-12-09,36.2,30.02,True,0.87,False,False,True
431,9,Kahu,Shailer,Checkout / Front End,Checkout,casual,2025-07-10,16.9,26.64,False,0.808,False,False,False
432,9,Abigail,Eaton,Grocery / Nightfill,Grocery,part_time,2020-03-03,10.0,26.33,True,0.778,False,False,False
433,3,Nicholas,Davis,Other / Support,Support,casual,2026-03-21,20.4,25.97,True,0.757,False,False,False
434,2,Lisa,Smith,Checkout / Front End,Checkout,part_time,2023-06-17,9.6,25.28,True,0.697,False,False,False
435,9,Stephanie,Street,Checkout / Front End,Checkout,part_time,2023-01-24,14.0,24.9,False,0.569,False,False,False
436,2,Grant,Guthrie,Grocery / Nightfill,Grocery,full_time,2017-08-07,40.0,26.48,True,1.0,False,False,False
437,1,Jessica,Henry,Fresh Foods,Fresh,casual,2023-10-31,21.0,28.51,False,0.42,False,False,False
438,6,Annette,Pedersen,Other / Support,Support,part_time,2026-05-25,18.6,28.69,False,0.621,False,False,False
439,7,William,Harrison,Other / Support,Support,part_time,2021-01-30,12.4,26.24,False,0.623,False,False,False
440,3,Elizabeth,Boyle,Checkout / Front End,Checkout,part_time,2024-12-07,14.8,25.22,True,0.709,False,False,False
441,3,Jared,Knight,Checkout / Front End,Checkout,part_time,2022-07-24,18.4,26.09,True,0.526,False,False,False
442,3,Naomi,Richards,Department Supervisor,Supervisor,casual,2022-12-22,12.3,31.28,True,0.689,False,False,False
443,5,Caleb,Rowe,Checkout / Front End,Checkout,full_time,2023-07-28,37.3,27.72,False,0.583,False,False,False
444,1,Jonathan,Norton,Store Management,Management,part_time,2020-03-02,17.8,46.0,False,0.272,False,False,False
445,1,Karl,Collis,Online / Click & Collect,Online,part_time,2026-05-25,16.7,28.21,True,0.622,False,False,False
446,5,Anna,Read,Checkout / Front End,Checkout,part_time,2026-05-09,9.3,27.48,False,0.378,False,True,False
447,1,Richard,Anderson,Department Supervisor,Supervisor,full_time,2020-07-04,36.2,33.79,True,0.238,False,False,False
448,4,Brent,Pike,Checkout / Front End,Checkout,full_time,2024-08-29,39.8,26.13,True,0.65,False,False,False
449,7,Joshua,Freeman,Grocery / Nightfill,Grocery,full_time,2026-05-25,34.1,24.64,True,0.962,False,False,True
450,1,Henry,McEwen,Fresh Foods,Fresh,part_time,2020-07-22,16.9,25.38,False,0.736,False,False,False
451,8,Caroline,Patterson,Fresh Foods,Fresh,part_time,2019-02-07,13.1,26.76,True,0.745,False,False,False
452,8,Toby,Farland,Online / Click & Collect,Online,part_time,2022-11-03,18.7,25.9,True,0.195,False,False,False
453,7,Sharon,Jackson,Fresh Foods,Fresh,part_time,2026-05-25,15.7,25.76,False,0.321,False,False,False
454,8,Arthur,Smith,Other / Support,Support,part_time,2020-06-08,26.9,29.74,True,1.0,False,False,False
455,10,Tony,Donald,Other / Support,Support,part_time,2026-05-25,21.0,25.57,True,0.39,False,False,False
456,1,Emma,Sinclair,Fresh Foods,Fresh,full_time,2021-09-16,34.2,29.32,True,0.754,False,False,False
457,3,William,Gibson,Checkout / Front End,Checkout,part_time,2025-07-15,22.0,27.16,True,0.469,False,False,False
458,4,Sean,O'Sullivan,Online / Click & Collect,Online,part_time,2026-05-25,13.4,27.24,True,0.638,False,False,False
459,9,David,Cameron,Other / Support,Support,full_time,2024-02-10,36.1,28.22,True,0.481,False,False,False
460,11,Christian,Thomas,Checkout / Front End,Checkout,part_time,2023-04-14,19.9,25.66,False,0.744,False,False,False
461,12,Jack,Dean,Grocery / Nightfill,Grocery,part_time,2024-10-04,15.0,26.44,True,0.879,False,False,True
462,7,Alexander,Greig,Grocery / Nightfill,Grocery,full_time,2020-10-23,39.7,25.06,False,0.521,False,False,False
463,5,Nathan,Patterson,Checkout / Front End,Checkout,part_time,2024-02-15,13.4,27.78,True,0.389,False,False,False
464,5,Anna,Simpson,Online / Click & Collect,Online,part_time,2019-07-24,14.3,26.06,True,0.679,False,False,False
465,1,John,Smith,Grocery / Nightfill,Grocery,part_time,2021-10-18,14.1,25.27,True,0.353,False,False,False
466,6,Barry,Clunies-Ross,Department Supervisor,Supervisor,part_time,2024-12-05,14.6,32.27,True,0.714,False,False,False
467,7,Tina,Nielsen,Department Supervisor,Supervisor,part_time,2025-06-20,24.6,31.94,True,1.0,False,False,False
468,3,Steven,Thompson,Department Supervisor,Supervisor,part_time,2026-05-25,21.8,30.71,True,0.917,False,False,False
469,10,Joshua,Davis,Grocery / Nightfill,Grocery,casual,2021-10-07,25.0,26.4,False,0.778,False,False,False
470,10,Anthony,Smith,Grocery / Nightfill,Grocery,part_time,2023-10-31,30.0,24.98,False,0.601,False,False,False
471,4,Harrison,Stratton,Online / Click & Collect,Online,part_time,2026-05-25,11.8,27.36,True,0.193,False,False,False
472,11,Kaia,Clifford,Department Supervisor,Supervisor,part_time,2024-05-30,18.4,29.62,True,0.329,False,False,False
473,2,Maria,Gill,Grocery / Nightfill,Grocery,part_time,2025-07-31,10.9,25.32,True,0.902,False,False,False
474,11,Victoria,Fitzgerald,Store Management,Management,part_time,2017-08-27,13.3,34.59,False,0.446,False,False,False
475,10,Benjamin,Robert,Checkout / Front End,Checkout,part_time,2026-05-25,14.2,25.66,True,0.466,False,False,False
476,3,Isabella,Price,Store Management,Management,casual,2026-05-25,3.5,37.3,True,0.584,False,False,False
477,8,Deborah,Watts,Checkout / Front End,Checkout,casual,2019-02-22,3.6,26.09,True,0.386,False,False,False
478,4,Teresa,Mitchell,Checkout / Front End,Checkout,part_time,2018-05-10,17.1,25.17,True,0.35,False,False,False
479,10,Geoffrey,McLeod,Fresh Foods,Fresh,part_time,2026-05-24,10.7,25.87,True,0.931,False,True,True
480,2,Michael,Prentice,Checkout / Front End,Checkout,casual,2024-09-19,18.7,26.4,False,0.424,False,False,False
481,3,Christopher,Ford,Checkout / Front End,Checkout,part_time,2020-09-21,12.5,24.95,False,0.457,False,False,False
482,4,Wendy,Taylor,Checkout / Front End,Checkout,casual,2026-05-25,25.0,26.91,True,0.448,False,False,False
483,3,Bernard,Graham,Grocery / Nightfill,Grocery,part_time,2026-05-25,15.3,27.33,True,0.735,False,False,False
